country,date,retailrec,groceryph,parks,transit,workplace,residence,last_updated,r7,ci_95_u7,ci_95_l7,countrynum,datenum,lag7retail,lag7grocery,lag7parks,lag7transit,lag7work,lag7residence,lag14retail,lag14grocery,lag14parks,lag14transit,lag14work,lag14residence,numdays,lnr7,lnciupperr7
France,3/6/2020,-2,2,-1,-1,-4,3,5/20/2020,2.9493289,3.8809764,2.0891087,56,44,-1,1,15,0,-15,4,-1,-2,28,0,-15,3,6,1.0815777,1.3560867
France,3/7/2020,-4,1,7,1,0,1,5/20/2020,2.8982937,3.7815428,2.0651789,56,45,-7,1,-12,4,-5,1,-6,-2,31,14,-5,-1,7,1.0641222,1.3301321
France,3/8/2020,0,2,-1,-2,-1,1,5/20/2020,2.8257132,3.668987,2.0327065,56,46,1,4,-13,2,1,0,8,7,30,12,-1,-1,8,1.0387608,1.2999157
France,3/9/2020,-5,2,2,-5,-1,2,5/20/2020,2.7792389,3.5964115,2.0074127,56,47,-6,3,-9,-4,-5,3,3,3,45,-1,-15,3,9,1.0221771,1.2799366
France,3/10/2020,-5,1,1,-6,-1,2,5/20/2020,2.7752776,3.6024644,2.0015149,56,48,-1,5,8,-4,-4,2,1,1,23,-3,-14,4,10,1.0207508,1.2816181
France,3/11/2020,-6,2,17,-5,0,1,5/20/2020,2.7269301,3.5237982,1.9751455,56,49,-6,2,1,-6,-3,2,-5,-2,9,-5,-12,3,11,1.0031765,1.2595395
France,3/12/2020,-8,5,5,-7,-1,1,5/20/2020,2.6766915,3.4697292,1.9395994,56,50,-8,0,-15,-6,-5,3,-5,-1,1,-5,-15,4,12,0.98458153,1.2440765
France,3/13/2020,-8,17,4,-8,-2,3,5/20/2020,2.6825454,3.5092247,1.9409153,56,51,-2,2,-1,-1,-4,3,-1,1,15,0,-15,4,13,0.9867661,1.2553952
France,3/14/2020,-21,1,-1,-16,-5,5,5/20/2020,2.6016138,3.3934908,1.880952,56,52,-4,1,7,1,0,1,-7,1,-12,4,-5,1,14,0.95613194,1.2218591
France,3/15/2020,-38,23,15,-21,-9,3,5/20/2020,2.5265918,3.3016012,1.8153514,56,53,0,2,-1,-2,-1,1,1,4,-13,2,1,0,15,0.9268713,1.1944076
France,3/16/2020,-43,46,-15,-39,-36,13,5/20/2020,2.5012558,3.2896652,1.7904942,56,54,-5,2,2,-5,-1,2,-6,3,-9,-4,-5,3,16,0.91679293,1.1907858
France,3/17/2020,-68,-15,-40,-61,-55,24,5/20/2020,2.4102874,3.1692548,1.7119515,56,55,-5,1,1,-6,-1,2,-1,5,8,-4,-4,2,17,0.87974596,1.1534965
France,3/18/2020,-83,-45,-53,-76,-67,29,5/20/2020,2.3372762,3.0797603,1.6253111,56,56,-6,2,17,-5,0,1,-6,2,1,-6,-3,2,18,0.84898627,1.1248518
France,3/19/2020,-82,-41,-56,-78,-71,32,5/20/2020,2.2705634,3.0072174,1.5602649,56,57,-8,5,5,-7,-1,1,-8,0,-15,-6,-5,3,19,0.82002801,1.1010152
France,3/20/2020,-83,-42,-66,-80,-71,36,5/20/2020,2.2007833,2.9256997,1.4865195,56,58,-8,17,4,-8,-2,3,-2,2,-1,-1,-4,3,20,0.78881329,1.0735337
France,3/21/2020,-88,-54,-78,-82,-58,24,5/20/2020,2.1373158,2.8486645,1.4197576,56,59,-21,1,-1,-16,-5,5,-4,1,7,1,0,1,21,0.75955069,1.0468503
France,3/22/2020,-86,-64,-80,-84,-55,18,5/20/2020,2.0876729,2.7938886,1.3739748,56,60,-38,23,15,-21,-9,3,0,2,-1,-2,-1,1,22,0.73605001,1.0274343
France,3/23/2020,-81,-41,-64,-82,-73,32,5/20/2020,2.0453546,2.7734611,1.3259397,56,61,-43,46,-15,-39,-36,13,-5,2,2,-5,-1,2,23,0.71557117,1.0200961
France,3/24/2020,-83,-45,-65,-82,-74,34,5/20/2020,1.9850572,2.6989465,1.2651086,56,62,-68,-15,-40,-61,-55,24,-5,1,1,-6,-1,2,24,0.68564773,0.99286151
France,3/25/2020,-84,-48,-67,-83,-73,32,5/20/2020,1.9310422,2.639215,1.2156408,56,63,-83,-45,-53,-76,-67,29,-6,2,17,-5,0,1,25,0.65805984,0.97048151
France,3/26/2020,-84,-46,-67,-83,-74,34,5/20/2020,1.8821851,2.5797472,1.1588796,56,64,-82,-41,-56,-78,-71,32,-8,5,5,-7,-1,1,26,0.63243341,0.94769138
France,3/27/2020,-84,-46,-68,-84,-73,37,5/20/2020,1.8293229,2.5239432,1.1054938,56,65,-83,-42,-66,-80,-71,36,-8,17,4,-8,-2,3,27,0.60394591,0.92582244
France,3/28/2020,-87,-56,-76,-83,-59,25,5/20/2020,1.7758574,2.4700751,1.0458359,56,66,-88,-54,-78,-82,-58,24,-21,1,-1,-16,-5,5,28,0.57428336,0.9042486
France,3/29/2020,-88,-72,-82,-87,-56,18,5/20/2020,1.7193786,2.4060833,0.99601948,56,67,-86,-64,-80,-84,-55,18,-38,23,15,-21,-9,3,29,0.54196292,0.87800026
France,3/30/2020,-84,-47,-66,-83,-74,33,5/20/2020,1.6779016,2.3571687,0.95499057,56,68,-81,-41,-64,-82,-73,32,-43,46,-15,-39,-36,13,30,0.51754397,0.85746121
France,3/31/2020,-90,-38,-61,-82,-74,33,5/20/2020,1.6372988,2.3375962,0.91267371,56,69,-83,-45,-65,-82,-74,34,-68,-15,-40,-61,-55,24,31,0.49304783,0.84912312
France,4/1/2020,-90,-39,-62,-81,-71,31,5/20/2020,1.577974,2.2699382,0.84811044,56,70,-84,-48,-67,-83,-73,32,-83,-45,-53,-76,-67,29,32,0.45614171,0.81975263
France,4/2/2020,-90,-36,-62,-82,-73,33,5/20/2020,1.5229172,2.2142022,0.76780975,56,71,-84,-46,-67,-83,-74,34,-82,-41,-56,-78,-71,32,33,0.42062768,0.79489213
France,4/3/2020,-86,-38,-66,-82,-72,37,5/20/2020,1.4843968,2.1775877,0.73199826,56,72,-84,-46,-68,-84,-73,37,-83,-42,-66,-80,-71,36,34,0.3950085,0.77821773
France,4/4/2020,-88,-45,-73,-80,-57,24,5/20/2020,1.4454516,2.1329119,0.69193882,56,73,-87,-56,-76,-83,-59,25,-88,-54,-78,-82,-58,24,35,0.36842182,0.75748813
France,4/5/2020,-85,-62,-73,-82,-53,17,5/20/2020,1.4120733,2.0988607,0.66210437,56,74,-88,-72,-82,-87,-56,18,-86,-64,-80,-84,-55,18,36,0.34505901,0.7413947
France,4/6/2020,-83,-37,-61,-81,-72,31,5/20/2020,1.3958184,2.0895636,0.63813311,56,75,-84,-47,-66,-83,-74,33,-81,-41,-64,-82,-73,32,37,0.33348086,0.73695523
France,4/7/2020,-82,-35,-61,-80,-72,32,5/20/2020,1.3835019,2.0875573,0.63625455,56,76,-90,-38,-61,-82,-74,33,-83,-45,-65,-82,-74,34,38,0.32461789,0.73599464
France,4/8/2020,-84,-37,-63,-80,-70,30,5/20/2020,1.3782167,2.0804956,0.63908952,56,77,-90,-39,-62,-81,-71,31,-84,-48,-67,-83,-73,32,39,0.32079044,0.73260611
France,4/9/2020,-83,-32,-61,-80,-71,32,5/20/2020,1.3758148,2.0867536,0.64076877,56,78,-90,-36,-62,-82,-73,33,-84,-46,-67,-83,-74,34,40,0.31904614,0.73560953
France,4/10/2020,-83,-34,-64,-81,-71,36,5/20/2020,1.3812704,2.1101995,0.65577233,56,79,-86,-38,-66,-82,-72,37,-84,-46,-68,-84,-73,37,41,0.32300365,0.74678248
France,4/11/2020,-86,-39,-74,-79,-55,23,5/20/2020,1.3907081,2.1214736,0.6790626,56,80,-88,-45,-73,-80,-57,24,-87,-56,-76,-83,-59,25,42,0.32981303,0.7521109
France,4/12/2020,-83,-58,-76,-82,-50,17,5/20/2020,1.4144825,2.1873484,0.71481913,56,81,-85,-62,-73,-82,-53,17,-88,-72,-82,-87,-56,18,43,0.34676373,0.78268999
France,4/13/2020,-91,-80,-68,-88,-89,38,5/20/2020,1.3226674,2.0491269,0.61487007,56,82,-83,-37,-61,-81,-72,31,-84,-47,-66,-83,-74,33,44,0.27965042,0.71741378
France,4/14/2020,-79,-22,-59,-78,-70,31,5/20/2020,1.2483258,1.9617492,0.52422452,56,83,-82,-35,-61,-80,-72,32,-90,-38,-61,-82,-74,33,45,0.22180331,0.67383653
France,4/15/2020,-82,-32,-59,-78,-68,29,5/20/2020,1.185146,1.9056906,0.45047075,56,84,-84,-37,-63,-80,-70,30,-90,-39,-62,-81,-71,31,46,0.16986595,0.64484441
France,4/16/2020,-81,-31,-58,-78,-69,31,5/20/2020,1.1352305,1.8542842,0.39701581,56,85,-83,-32,-61,-80,-71,32,-90,-36,-62,-82,-73,33,47,0.12683575,0.61749876
France,4/17/2020,-81,-33,-62,-79,-68,35,5/20/2020,1.06363,1.7794516,0.29939654,56,86,-83,-34,-64,-81,-71,36,-86,-38,-66,-82,-72,37,48,0.06168757,0.57630521
France,4/18/2020,-86,-46,-73,-78,-52,23,5/20/2020,1.0077987,1.727744,0.22067878,56,87,-86,-39,-74,-79,-55,23,-88,-45,-73,-80,-57,24,49,0.007768419,0.54681653
France,4/19/2020,-85,-65,-77,-81,-49,17,5/20/2020,0.97075725,1.6970357,0.17974445,56,88,-83,-58,-76,-82,-50,17,-85,-62,-73,-82,-53,17,50,-0.029678846,0.52888298
France,4/20/2020,-79,-40,-61,-78,-68,30,5/20/2020,0.93437064,1.6727347,0.11887617,56,89,-91,-80,-68,-88,-89,38,-83,-37,-61,-81,-72,31,51,-0.067882091,0.51445985
France,4/21/2020,-79,-37,-59,-77,-68,31,5/20/2020,0.90593773,1.6503077,0.076328605,56,90,-79,-22,-59,-78,-70,31,-82,-35,-61,-80,-72,32,52,-0.098784707,0.50096172
France,4/22/2020,-81,-38,-58,-76,-65,28,5/20/2020,0.88092709,1.6397433,0.052650169,56,91,-82,-32,-59,-78,-68,29,-84,-37,-63,-80,-70,30,53,-0.12678042,0.49453971
France,4/23/2020,-79,-34,-55,-76,-67,30,5/20/2020,0.85868257,1.6233512,0.027082963,56,92,-81,-31,-58,-78,-69,31,-83,-32,-61,-80,-71,32,54,-0.15235595,0.48449266
France,4/24/2020,-79,-35,-58,-77,-66,33,5/20/2020,0.83403724,1.6019534,0.023471545,56,93,-81,-33,-62,-79,-68,35,-83,-34,-64,-81,-71,36,55,-0.18147722,0.47122374
France,4/25/2020,-84,-43,-70,-76,-49,22,5/20/2020,0.81494194,1.5792413,0.009006534,56,94,-86,-46,-73,-78,-52,23,-86,-39,-74,-79,-55,23,56,-0.20463841,0.45694453
France,4/26/2020,-83,-58,-68,-77,-43,16,5/20/2020,0.80011237,1.5553536,0,56,95,-85,-65,-77,-81,-49,17,-83,-58,-76,-82,-50,17,57,-0.2230031,0.44170293
France,4/27/2020,-76,-36,-56,-76,-65,28,5/20/2020,0.79608345,1.5577435,0,56,96,-79,-40,-61,-78,-68,30,-91,-80,-68,-88,-89,38,58,-0.22805126,0.44323832
France,4/28/2020,-77,-34,-60,-76,-65,28,5/20/2020,0.78149003,1.5554526,0,56,97,-79,-37,-59,-77,-68,31,-79,-22,-59,-78,-70,31,59,-0.24655288,0.44176656
France,4/29/2020,-77,-32,-59,-75,-62,27,5/20/2020,0.76145965,1.5512724,0,56,98,-81,-38,-58,-76,-65,28,-82,-32,-59,-78,-68,29,60,-0.2725181,0.4390755
France,4/30/2020,-73,-16,-61,-75,-64,28,5/20/2020,0.74356449,1.5251352,0,56,99,-79,-34,-55,-76,-67,30,-81,-31,-58,-78,-69,31,61,-0.29629979,0.42208305
France,5/1/2020,-91,-87,-71,-87,-88,42,5/20/2020,0.72049224,1.4729495,0,56,100,-79,-35,-58,-77,-66,33,-81,-33,-62,-79,-68,35,62,-0.32782063,0.38726684
France,5/2/2020,-78,-26,-72,-73,-46,21,5/20/2020,0.71432108,1.4601685,0,56,101,-84,-43,-70,-76,-49,22,-86,-46,-73,-78,-52,23,63,-0.33642274,0.37855184
France,5/3/2020,-81,-56,-67,-76,-39,16,5/20/2020,0.70923954,1.4525931,0,56,102,-83,-58,-68,-77,-43,16,-85,-65,-77,-81,-49,17,64,-0.34356195,0.37335029
France,5/4/2020,-70,-24,-49,-72,-60,26,5/20/2020,0.71141905,1.4534744,0,56,103,-76,-36,-56,-76,-65,28,-79,-40,-61,-78,-68,30,65,-0.34049365,0.37395683
France,5/5/2020,-70,-23,-52,-71,-60,27,5/20/2020,0.71910089,1.4602182,0,56,104,-77,-34,-60,-76,-65,28,-79,-37,-59,-77,-68,31,66,-0.32975361,0.37858588
France,5/6/2020,-72,-23,-49,-69,-57,24,5/20/2020,0.72529936,1.47988,0,56,105,-77,-32,-59,-75,-62,27,-81,-38,-58,-76,-65,28,67,-0.32117081,0.39196098
France,5/7/2020,-69,-12,-48,-70,-58,25,5/20/2020,0.69737607,1.4519256,0,56,106,-73,-16,-61,-75,-64,28,-79,-34,-55,-76,-67,30,68,-0.36043045,0.37289071
France,5/8/2020,-83,-58,-57,-80,-82,38,5/20/2020,0.67473912,1.4383086,0,56,107,-91,-87,-71,-87,-88,42,-79,-35,-58,-77,-66,33,69,-0.39342916,0.36346784
France,5/9/2020,-76,-27,-66,-70,-39,19,5/20/2020,0.64935285,1.4187274,0,56,108,-78,-26,-72,-73,-46,21,-84,-43,-70,-76,-49,22,70,-0.43177903,0.34976026
France,5/10/2020,-79,-50,-72,-74,-33,15,5/20/2020,0.62848246,1.4158226,0,56,109,-81,-56,-67,-76,-39,16,-83,-58,-68,-77,-43,16,71,-0.46444717,0.34771073
France,5/11/2020,-46,-10,-34,-56,-48,19,5/20/2020,0.61502796,1.4179317,0,56,110,-70,-24,-49,-72,-60,26,-76,-36,-56,-76,-65,28,72,-0.48608753,0.34919924
France,5/12/2020,-45,-5,-15,-51,-47,18,5/20/2020,0.603495,1.430257,0,56,111,-70,-23,-52,-71,-60,27,-77,-34,-60,-76,-65,28,73,-0.50501752,0.35785413
France,5/13/2020,-51,-10,-31,-53,-45,17,5/20/2020,0.58910251,1.4477588,0,56,112,-72,-23,-49,-69,-57,24,-77,-32,-59,-75,-62,27,74,-0.52915508,0.37001669
France,5/14/2020,-49,-7,-23,-53,-46,17,5/20/2020,0.57794428,1.4586349,0,56,113,-69,-12,-48,-70,-58,25,-73,-16,-61,-75,-64,28,75,-0.5482778,0.37750098
France,5/15/2020,-48,-8,-17,-52,-45,19,5/20/2020,0.56676167,1.454581,0,56,114,-83,-58,-57,-80,-82,38,-91,-87,-71,-87,-88,42,76,-0.56781638,0.37471789
France,5/16/2020,-51,-12,-13,-43,-20,9,5/20/2020,0.54965311,1.4561166,0,56,115,-76,-27,-66,-70,-39,19,-78,-26,-72,-73,-46,21,77,-0.59846789,0.37577301
France,5/17/2020,,,,,,,5/20/2020,0.54299545,1.4750565,0,56,116,-79,-50,-72,-74,-33,15,-81,-56,-67,-76,-39,16,78,-0.61065435,0.38869631
France,5/18/2020,,,,,,,5/20/2020,0.54462028,1.5251894,0,56,117,-46,-10,-34,-56,-48,19,-70,-24,-49,-72,-60,26,79,-0.60766649,0.4221186
Germany,2/15/2020,6,1,45,10,0,-1,,,,,59,24,,,,,,,,,,,,,,,
Germany,2/16/2020,7,10,9,6,-1,0,,,,,59,25,,,,,,,,,,,,,,,
Germany,2/17/2020,2,2,7,1,-2,0,,,,,59,26,,,,,,,,,,,,,,,
Germany,2/18/2020,2,2,10,1,-1,1,,,,,59,27,,,,,,,,,,,,,,,
Germany,2/19/2020,3,0,6,-1,-1,1,,,,,59,28,,,,,,,,,,,,,,,
Germany,2/20/2020,2,-1,14,3,-4,1,,,,,59,29,,,,,,,,,,,,,,,
Germany,2/21/2020,2,2,15,-1,-8,2,,,,,59,30,,,,,,,,,,,,,,,
Germany,2/22/2020,-1,-2,26,9,-3,0,,,,,59,31,6,1,45,10,0,-1,,,,,,,,,
Germany,2/23/2020,0,9,-24,2,-3,0,,,,,59,32,7,10,9,6,-1,0,,,,,,,,,
Germany,2/24/2020,2,-5,17,-5,-20,4,,,,,59,33,2,2,7,1,-2,0,,,,,,,,,
Germany,2/25/2020,-1,-1,15,-5,-13,4,,,,,59,34,2,2,10,1,-1,1,,,,,,,,,
Germany,2/26/2020,-3,0,0,-7,-5,2,,,,,59,35,3,0,6,-1,-1,1,,,,,,,,,
Germany,2/27/2020,-5,3,-3,-5,-4,2,,,,,59,36,2,-1,14,3,-4,1,,,,,,,,,
Germany,2/28/2020,3,11,9,-2,-5,2,,,,,59,37,2,2,15,-1,-8,2,,,,,,,,,
Germany,2/29/2020,-1,5,9,1,-1,1,,,,,59,38,-1,-2,26,9,-3,0,6,1,45,10,0,-1,,,
Germany,3/1/2020,8,18,21,4,1,0,,,,,59,39,0,9,-24,2,-3,0,7,10,9,6,-1,0,,,
Germany,3/2/2020,2,8,9,-1,0,0,5/20/2020,2.8764844,3.7215569,2.021373,59,40,2,-5,17,-5,-20,4,2,2,7,1,-2,0,1,1.0565689,1.3141421
Germany,3/3/2020,0,5,8,-3,0,1,5/20/2020,2.930975,3.7056398,2.1578059,59,41,-1,-1,15,-5,-13,4,2,2,10,1,-1,1,2,1.0753351,1.3098559
Germany,3/4/2020,2,2,14,-4,0,1,5/20/2020,3.0317676,3.8048699,2.2948391,59,42,-3,0,0,-7,-5,2,3,0,6,-1,-1,1,3,1.1091458,1.3362818
Germany,3/5/2020,-4,0,0,-5,0,1,5/20/2020,3.1394913,3.9442465,2.4047358,59,43,-5,3,-3,-5,-4,2,2,-1,14,3,-4,1,4,1.1440607,1.3722579
Germany,3/6/2020,-3,1,-11,-7,-1,2,5/20/2020,3.0521815,3.7824121,2.3607221,59,44,3,11,9,-2,-5,2,2,2,15,-1,-8,2,5,1.1158565,1.330362
Germany,3/7/2020,1,0,19,-2,0,1,5/20/2020,2.9574206,3.6400418,2.2878504,59,45,-1,5,9,1,-1,1,-1,-2,26,9,-3,0,6,1.0843174,1.2919952
Germany,3/8/2020,12,19,31,2,1,0,5/20/2020,2.9171078,3.5875542,2.2491806,59,46,8,18,21,4,1,0,0,9,-24,2,-3,0,7,1.0705926,1.2774707
Germany,3/9/2020,-1,2,7,-5,-1,1,5/20/2020,2.875181,3.5306361,2.2130756,59,47,2,8,9,-1,0,0,2,-5,17,-5,-20,4,8,1.0561156,1.2614781
Germany,3/10/2020,-7,-2,-13,-8,-1,3,5/20/2020,2.9033663,3.5666521,2.2554667,59,48,0,5,8,-3,0,1,-1,-1,15,-5,-13,4,9,1.0658709,1.2716273
Germany,3/11/2020,-1,2,17,-7,-1,2,5/20/2020,2.9485669,3.6307266,2.3025255,59,49,2,2,14,-4,0,1,-3,0,0,-7,-5,2,10,1.0813192,1.2894328
Germany,3/12/2020,-7,6,4,-9,-2,2,5/20/2020,2.9751718,3.6867573,2.3261225,59,50,-4,0,0,-5,0,1,-5,3,-3,-5,-4,2,11,1.0903018,1.3047473
Germany,3/13/2020,-9,19,-3,-15,-4,4,5/20/2020,3.0951984,3.9341826,2.3885229,59,51,-3,1,-11,-7,-1,2,3,11,9,-2,-5,2,12,1.1298521,1.3697032
Germany,3/14/2020,-17,9,33,-19,-3,4,5/20/2020,2.9640377,3.7156749,2.2953162,59,52,1,0,19,-2,0,1,-1,5,9,1,-1,1,13,1.0865524,1.3125603
Germany,3/15/2020,-12,13,75,-16,-5,2,5/20/2020,2.8650274,3.59129,2.2081335,59,53,12,19,31,2,1,0,8,18,21,4,1,0,14,1.052578,1.2785115
Germany,3/16/2020,-7,22,40,-25,-18,6,5/20/2020,2.7767191,3.481972,2.1394527,59,54,-1,2,7,-5,-1,1,2,8,9,-1,0,0,15,1.02127,1.2475988
Germany,3/17/2020,-21,11,31,-35,-25,10,5/20/2020,2.6977937,3.3924208,2.0646505,59,55,-7,-2,-13,-8,-1,3,0,5,8,-3,0,1,16,0.99243432,1.2215438
Germany,3/18/2020,-34,5,44,-39,-30,11,5/20/2020,2.615144,3.3107128,1.9920959,59,56,-1,2,17,-7,-1,2,2,2,14,-4,0,1,17,0.96131915,1.1971635
Germany,3/19/2020,-45,-3,15,-46,-33,14,5/20/2020,2.4941983,3.1634114,1.8729384,59,57,-7,6,4,-9,-2,2,-4,0,0,-5,0,1,18,0.91396737,1.151651
Germany,3/20/2020,-50,-2,-14,-52,-36,16,5/20/2020,2.375397,3.0259545,1.7549736,59,58,-9,19,-3,-15,-4,4,-3,1,-11,-7,-1,2,19,0.86516458,1.1072266
Germany,3/21/2020,-69,-24,-31,-59,-31,13,5/20/2020,2.2226212,2.8554366,1.5898948,59,59,-17,9,33,-19,-3,4,1,0,19,-2,0,1,20,0.79868722,1.0492247
Germany,3/22/2020,-71,-35,1,-58,-34,10,5/20/2020,2.1139369,2.7413888,1.4624851,59,60,-12,13,75,-16,-5,2,12,19,31,2,1,0,21,0.74855202,1.0084647
Germany,3/23/2020,-57,-16,-5,-56,-41,16,5/20/2020,2.0365398,2.6691241,1.3954595,59,61,-7,22,40,-25,-18,6,-1,2,7,-5,-1,1,22,0.71125221,0.98175037
Germany,3/24/2020,-59,-18,9,-56,-43,18,5/20/2020,1.9547523,2.5828803,1.303292,59,62,-21,11,31,-35,-25,10,-7,-2,-13,-8,-1,3,23,0.67026347,0.94890517
Germany,3/25/2020,-58,-18,11,-56,-43,18,5/20/2020,1.8888445,2.5207956,1.235655,59,63,-34,5,44,-39,-30,11,-1,2,17,-7,-1,2,24,0.63596529,0.92457455
Germany,3/26/2020,-59,-16,3,-57,-44,18,5/20/2020,1.8304064,2.4697227,1.193702,59,64,-45,-3,15,-46,-33,14,-7,6,4,-9,-2,2,25,0.60453802,0.9041059
Germany,3/27/2020,-59,-14,21,-56,-44,19,5/20/2020,1.747404,2.3825679,1.1026344,59,65,-50,-2,-14,-52,-36,16,-9,19,-3,-15,-4,4,26,0.55813122,0.86817884
Germany,3/28/2020,-66,-21,33,-53,-33,12,5/20/2020,1.6532756,2.2896321,1.0062252,59,66,-69,-24,-31,-59,-31,13,-17,9,33,-19,-3,4,27,0.50275856,0.82839113
Germany,3/29/2020,-77,-51,-49,-68,-39,11,5/20/2020,1.5543578,2.1731954,0.89435989,59,67,-71,-35,1,-58,-34,10,-12,13,75,-16,-5,2,28,0.44106245,0.77619863
Germany,3/30/2020,-54,-16,-13,-56,-43,17,5/20/2020,1.475353,2.0998287,0.81155992,59,68,-57,-16,-5,-56,-41,16,-7,22,40,-25,-18,6,29,0.3888973,0.7418558
Germany,3/31/2020,-53,-12,7,-53,-43,17,5/20/2020,1.4093039,2.023844,0.75467235,59,69,-59,-18,9,-56,-43,18,-21,11,31,-35,-25,10,30,0.3430959,0.70499867
Germany,4/1/2020,-52,-13,20,-53,-43,17,5/20/2020,1.3544813,1.9738973,0.7035017,59,70,-58,-18,11,-56,-43,18,-34,5,44,-39,-30,11,31,0.30341861,0.68000996
Germany,4/2/2020,-54,-11,6,-54,-43,17,5/20/2020,1.2967409,1.9097399,0.64088768,59,71,-59,-16,3,-57,-44,18,-45,-3,15,-46,-33,14,32,0.25985411,0.64696705
Germany,4/3/2020,-57,-11,-13,-57,-44,19,5/20/2020,1.2317272,1.8524107,0.57259476,59,72,-59,-14,21,-56,-44,19,-50,-2,-14,-52,-36,16,33,0.20841745,0.61648786
Germany,4/4/2020,-63,-16,21,-52,-31,12,5/20/2020,1.160587,1.7833591,0.49088582,59,73,-66,-21,33,-53,-33,12,-69,-24,-31,-59,-31,13,34,0.14892587,0.57849872
Germany,4/5/2020,-58,-13,61,-47,-30,8,5/20/2020,1.0996784,1.7262774,0.43096992,59,74,-77,-51,-49,-68,-39,11,-71,-35,1,-58,-34,10,35,0.095017768,0.54596728
Germany,4/6/2020,-43,-6,49,-49,-44,15,5/20/2020,1.0523741,1.6752514,0.38515541,59,75,-54,-16,-13,-56,-43,17,-57,-16,-5,-56,-41,16,36,0.051048681,0.5159632
Germany,4/7/2020,-44,-2,50,-50,-45,16,5/20/2020,1.0209327,1.6405404,0.35598689,59,76,-53,-12,7,-53,-43,17,-59,-18,9,-56,-43,18,37,0.020716596,0.49502566
Germany,4/8/2020,-42,10,57,-49,-45,15,5/20/2020,0.99149466,1.6186377,0.33352369,59,77,-52,-13,20,-53,-43,17,-58,-18,11,-56,-43,18,38,-0.008541721,0.48158485
Germany,4/9/2020,-40,14,37,-49,-47,15,5/20/2020,0.94997942,1.5713043,0.28736219,59,78,-54,-11,6,-54,-43,17,-59,-16,3,-57,-44,18,39,-0.051314954,0.45190606
Germany,4/10/2020,-80,-92,72,-69,-86,29,5/20/2020,0.90348178,1.523896,0.23362739,59,79,-57,-11,-13,-57,-44,19,-59,-14,21,-56,-44,19,40,-0.10149933,0.42127019
Germany,4/11/2020,-56,0,35,-48,-29,10,5/20/2020,0.86176562,1.4830763,0.19772641,59,80,-63,-16,21,-52,-31,12,-66,-21,33,-53,-33,12,41,-0.14877194,0.39411855
Germany,4/12/2020,-63,-23,59,-47,-26,6,5/20/2020,0.82809943,1.4390311,0.16647001,59,81,-58,-13,61,-47,-30,8,-77,-51,-49,-68,-39,11,42,-0.18862204,0.36397007
Germany,4/13/2020,-81,-93,29,-73,-88,28,5/20/2020,0.79920232,1.4187318,0.12739979,59,82,-43,-6,49,-49,-44,15,-54,-16,-13,-56,-43,17,43,-0.22414115,0.34976339
Germany,4/14/2020,-45,1,8,-52,-45,17,5/20/2020,0.78369075,1.4121985,0.11717725,59,83,-44,-2,50,-50,-45,16,-53,-12,7,-53,-43,17,44,-0.24374078,0.34514773
Germany,4/15/2020,-45,-9,46,-49,-44,16,5/20/2020,0.78488207,1.412867,0.13283914,59,84,-42,10,57,-49,-45,15,-52,-13,20,-53,-43,17,45,-0.2422218,0.34562093
Germany,4/16/2020,-53,-3,57,-48,-43,16,5/20/2020,0.77833647,1.4008049,0.13375084,59,85,-40,14,37,-49,-47,15,-54,-11,6,-54,-43,17,46,-0.25059637,0.33704698
Germany,4/17/2020,-55,-4,49,-49,-43,16,5/20/2020,0.76929384,1.3929477,0.12584123,59,86,-80,-92,72,-69,-86,29,-57,-11,-13,-57,-44,19,47,-0.26228228,0.33142212
Germany,4/18/2020,-65,-14,35,-46,-22,10,5/20/2020,0.74507594,1.3709818,0.091119692,59,87,-56,0,35,-48,-29,10,-63,-16,21,-52,-31,12,48,-0.29426914,0.31552714
Germany,4/19/2020,-59,-7,56,-44,-22,7,5/20/2020,0.72802335,1.3493203,0.075918153,59,88,-63,-23,59,-47,-26,6,-58,-13,61,-47,-30,8,49,-0.31742215,0.29960099
Germany,4/20/2020,-44,-9,35,-44,-36,13,5/20/2020,0.71663249,1.3409014,0.070908718,59,89,-81,-93,29,-73,-88,28,-43,-6,49,-49,-44,15,50,-0.33319214,0.29334205
Germany,4/21/2020,-47,-8,45,-44,-35,14,5/20/2020,0.71030885,1.3329263,0.072070315,59,90,-45,1,8,-52,-45,17,-44,-2,50,-50,-45,16,51,-0.34205541,0.28737673
Germany,4/22/2020,-46,-8,60,-43,-35,13,5/20/2020,0.71364117,1.3474489,0.074414089,59,91,-45,-9,46,-49,-44,16,-42,10,57,-49,-45,15,52,-0.33737502,0.29821312
Germany,4/23/2020,-47,-6,58,-42,-35,13,5/20/2020,0.70968467,1.3355706,0.064703651,59,92,-53,-3,57,-48,-43,16,-40,14,37,-49,-47,15,53,-0.34293455,0.28935859
Germany,4/24/2020,-50,-7,38,-46,-36,14,5/20/2020,0.69353527,1.3186344,0.051751666,59,93,-55,-4,49,-49,-43,16,-80,-92,72,-69,-86,29,54,-0.36595318,0.27659664
Germany,4/25/2020,-57,-10,40,-41,-19,9,5/20/2020,0.67900157,1.3041995,0.027814578,59,94,-65,-14,35,-46,-22,10,-56,0,35,-48,-29,10,55,-0.38713184,0.26558942
