country,date,retailrec,groceryph,parks,transit,workplace,residence,last_updated,r7,ci_95_u7,ci_95_l7,countrynum,datenum,lag7retail,lag7grocery,lag7parks,lag7transit,lag7work,lag7residence,lag14retail,lag14grocery,lag14parks,lag14transit,lag14work,lag14residence,numdays,lnr7,lnciupperr7
Australia,4/20/2020,-39,-14,-35,-60,-35,17,5/20/2020,0.37021601,0.88941365,0,10,89,-45,-23,-18,-73,-78,27,-37,-12,-35,-61,-37,17,41,-0.99366862,-0.11719285
Australia,4/21/2020,-39,-13,-31,-58,-37,18,5/20/2020,0.35933617,0.8743636,0,10,90,-37,-7,-35,-61,-42,19,-38,-10,-39,-61,-39,19,42,-1.023497,-0.13425897
Australia,4/22/2020,-38,-12,-28,-58,-37,18,5/20/2020,0.34789211,0.87046283,0,10,91,-37,-10,-31,-60,-41,20,-35,-6,-38,-61,-39,19,43,-1.0558629,-0.13873021
Australia,4/23/2020,-39,-9,-26,-58,-37,19,5/20/2020,0.36015782,0.88181013,0,10,92,-39,-8,-27,-60,-41,20,-28,15,-31,-59,-40,18,44,-1.0212129,-0.12577853
Australia,4/24/2020,-36,-2,-27,-56,-35,18,5/20/2020,0.38580701,0.91084915,0,10,93,-37,-4,-33,-59,-39,20,-76,-55,-43,-77,-82,33,45,-0.95241803,-0.093377978
Australia,4/25/2020,-52,-28,-30,-56,-43,17,5/20/2020,0.41589662,0.93605018,0,10,94,-43,-11,-42,-55,-30,16,-40,-2,-51,-63,-41,18,46,-0.87731856,-0.066086195
Australia,4/26/2020,-36,-3,-34,-55,-32,13,5/20/2020,0.44500673,0.96007031,0,10,95,-45,-17,-35,-58,-34,14,-58,-38,-42,-64,-43,15,47,-0.80966586,-0.040748756
Australia,4/27/2020,-36,-10,-27,-60,-39,17,5/20/2020,0.46573791,0.98647445,0,10,96,-39,-14,-35,-60,-35,17,-45,-23,-18,-73,-78,27,48,-0.7641322,-0.013617849
Australia,4/28/2020,-36,-10,-37,-57,-34,16,5/20/2020,0.51091248,1.0352712,0,10,97,-39,-13,-31,-58,-37,18,-37,-7,-35,-61,-42,19,49,-0.67155701,0.03466339
Australia,4/29/2020,-38,-13,-41,-58,-34,11,5/20/2020,0.53421694,1.0556706,0,10,98,-38,-12,-28,-58,-37,18,-37,-10,-31,-60,-41,20,50,-0.62695324,0.054176223
Australia,4/30/2020,-39,-8,-43,-60,-34,18,5/20/2020,0.58370584,1.1143558,0.043092489,10,99,-39,-9,-26,-58,-37,19,-39,-8,-27,-60,-41,20,51,-0.53835809,0.10827648
Australia,5/1/2020,-35,-3,-42,-56,-31,18,5/20/2020,0.64126307,1.1763793,0.11126894,10,100,-36,-2,-27,-56,-35,18,-37,-4,-33,-59,-39,20,52,-0.44431549,0.16244136
Australia,5/2/2020,-33,-1,-38,-51,-27,13,5/20/2020,0.71339226,1.2556254,0.18389437,10,101,-52,-28,-30,-56,-43,17,-43,-11,-42,-55,-30,16,53,-0.33772385,0.22763374
Australia,5/3/2020,-34,-6,-20,-52,-29,11,5/20/2020,0.76995587,1.3128742,0.24811813,10,102,-36,-3,-34,-55,-32,13,-45,-17,-35,-58,-34,14,54,-0.26142207,0.27221876
Australia,5/4/2020,-39,-17,-24,-58,-41,17,5/20/2020,0.80628145,1.3591228,0.27697599,10,103,-36,-10,-27,-60,-39,17,-39,-14,-35,-60,-35,17,55,-0.21532241,0.30683947
Australia,5/5/2020,-32,-3,-33,-55,-31,16,5/20/2020,0.8161729,1.3618348,0.2951934,10,104,-36,-10,-37,-57,-34,16,-39,-13,-31,-58,-37,18,56,-0.20312907,0.30883288
Australia,5/6/2020,-33,-6,-30,-55,-31,16,5/20/2020,0.79348099,1.3305134,0.27107605,10,105,-38,-13,-41,-58,-34,11,-38,-12,-28,-58,-37,18,57,-0.2313257,0.28556484
Australia,5/7/2020,-32,-2,-25,-54,-31,16,5/20/2020,0.77283478,1.30638,0.24725984,10,106,-39,-8,-43,-60,-34,18,-39,-9,-26,-58,-37,19,58,-0.25768998,0.26725999
Australia,5/8/2020,-29,5,-23,-51,-28,16,5/20/2020,0.74668837,1.2809405,0.20612116,10,107,-35,-3,-42,-56,-31,18,-36,-2,-27,-56,-35,18,59,-0.29210737,0.24759459
Australia,5/9/2020,-25,13,-32,-46,-23,12,5/20/2020,0.77221906,1.3118844,0.24206945,10,108,-33,-1,-38,-51,-27,13,-52,-28,-30,-56,-43,17,60,-0.25848702,0.27146459
Australia,5/10/2020,-29,-4,-16,-46,-24,9,5/20/2020,0.77078879,1.3050385,0.23753731,10,109,-34,-6,-20,-52,-29,11,-36,-3,-34,-55,-32,13,61,-0.2603409,0.26623252
Australia,5/11/2020,-31,-7,-26,-53,-27,14,5/20/2020,0.80308694,1.3397995,0.27370632,10,110,-39,-17,-24,-58,-41,17,-36,-10,-27,-60,-39,17,62,-0.21929231,0.29251999
Australia,5/12/2020,-31,-4,-30,-52,-28,15,5/20/2020,0.7964763,1.3274505,0.26324937,10,111,-32,-3,-33,-55,-31,16,-36,-10,-37,-57,-34,16,63,-0.2275579,0.2832602
Australia,5/13/2020,-31,-5,-28,-52,-27,15,5/20/2020,0.81841481,1.3606761,0.28072441,10,112,-33,-6,-30,-55,-31,16,-38,-13,-41,-58,-34,11,64,-0.20038597,0.30798167
Australia,5/14/2020,-31,-4,-24,-52,-28,15,5/20/2020,0.87150693,1.4340854,0.33704612,10,113,-32,-2,-25,-54,-31,16,-39,-8,-43,-60,-34,18,65,-0.13753146,0.36052728
Australia,5/15/2020,-29,2,-26,-50,-27,,5/20/2020,0.83607668,1.400911,0.27629939,10,114,-29,5,-23,-51,-28,16,-35,-3,-42,-56,-31,18,66,-0.17903495,0.33712271
Australia,5/16/2020,-26,3,-14,-41,-22,9,5/20/2020,0.7966547,1.3835925,0.22092043,10,115,-25,13,-32,-46,-23,12,-33,-1,-38,-51,-27,13,67,-0.22733395,0.32468337
Australia,5/17/2020,,,,,,,5/20/2020,0.78517687,1.4089639,0.16656353,10,116,-29,-4,-16,-46,-24,9,-34,-6,-20,-52,-29,11,68,-0.24184626,0.34285462
Australia,5/18/2020,,,,,,,5/20/2020,0.79385209,1.4915875,0.10248832,10,117,-31,-7,-26,-53,-27,14,-39,-17,-24,-58,-41,17,69,-0.23085812,0.39984101
Austria,2/15/2020,9,1,42,13,0,-2,,,,,11,24,,,,,,,,,,,,,,,
Austria,2/16/2020,15,21,42,12,1,-2,,,,,11,25,,,,,,,,,,,,,,,
Austria,2/17/2020,9,5,35,3,-4,0,,,,,11,26,,,,,,,,,,,,,,,
Austria,2/18/2020,8,5,40,2,-4,0,,,,,11,27,,,,,,,,,,,,,,,
Austria,2/19/2020,4,2,10,-1,-5,1,,,,,11,28,,,,,,,,,,,,,,,
Austria,2/20/2020,4,1,13,2,-5,0,,,,,11,29,,,,,,,,,,,,,,,
Austria,2/21/2020,1,4,7,-2,-5,1,,,,,11,30,,,,,,,,,,,,,,,
Austria,2/22/2020,9,3,52,14,2,-2,,,,,11,31,9,1,42,13,0,-2,,,,,,,,,
Austria,2/23/2020,4,23,4,5,2,0,,,,,11,32,15,21,42,12,1,-2,,,,,,,,,
Austria,2/24/2020,9,10,25,3,2,-1,,,,,11,33,9,5,35,3,-4,0,,,,,,,,,
Austria,2/25/2020,13,10,60,7,0,0,,,,,11,34,8,5,40,2,-4,0,,,,,,,,,
Austria,2/26/2020,-3,10,8,-2,0,1,,,,,11,35,4,2,10,-1,-5,1,,,,,,,,,
Austria,2/27/2020,1,7,9,0,1,1,,,,,11,36,4,1,13,2,-5,0,,,,,,,,,
Austria,2/28/2020,-1,9,-1,-2,1,1,,,,,11,37,1,4,7,-2,-5,1,,,,,,,,,
Austria,2/29/2020,2,3,9,0,1,0,,,,,11,38,9,3,52,14,2,-2,9,1,42,13,0,-2,,,
Austria,3/1/2020,0,8,6,1,2,0,,,,,11,39,4,23,4,5,2,0,15,21,42,12,1,-2,,,
Austria,3/2/2020,2,6,16,1,3,-1,,,,,11,40,9,10,25,3,2,-1,9,5,35,3,-4,0,,,
Austria,3/3/2020,-1,4,-1,-3,2,1,,,,,11,41,13,10,60,7,0,0,8,5,40,2,-4,0,,,
Austria,3/4/2020,2,5,12,0,2,0,,,,,11,42,-3,10,8,-2,0,1,4,2,10,-1,-5,1,,,
Austria,3/5/2020,1,3,4,0,1,0,,,,,11,43,1,7,9,0,1,1,4,1,13,2,-5,0,,,
Austria,3/6/2020,-1,3,-7,-2,1,0,,,,,11,44,-1,9,-1,-2,1,1,1,4,7,-2,-5,1,,,
Austria,3/7/2020,4,0,-2,-3,0,0,,,,,11,45,2,3,9,0,1,0,9,3,52,14,2,-2,,,
Austria,3/8/2020,14,14,42,5,1,-2,,,,,11,46,0,8,6,1,2,0,4,23,4,5,2,0,,,
Austria,3/9/2020,-1,4,2,-3,1,0,5/20/2020,2.7277541,3.3625941,2.064023,11,47,2,6,16,1,3,-1,9,10,25,3,2,-1,1,1.0034786,1.2127128
Austria,3/10/2020,-3,10,9,-3,1,0,5/20/2020,2.8373775,3.4021366,2.2614834,11,48,-1,4,-1,-3,2,1,13,10,60,7,0,0,2,1.0428802,1.2244036
Austria,3/11/2020,-6,17,12,-8,-1,1,5/20/2020,2.9137509,3.4544573,2.3830698,11,49,2,5,12,0,2,0,-3,10,8,-2,0,1,3,1.0694412,1.2396654
Austria,3/12/2020,-10,24,18,-9,-3,2,5/20/2020,2.9873986,3.5302231,2.4679792,11,50,1,3,4,0,1,0,1,7,9,0,1,1,4,1.094403,1.2613611
Austria,3/13/2020,-20,46,-20,-20,-6,5,5/20/2020,3.1851845,3.8546073,2.5976241,11,51,-1,3,-7,-2,1,0,-1,9,-1,-2,1,1,5,1.1585102,1.3492692
Austria,3/14/2020,-35,-7,-17,-34,-9,8,5/20/2020,2.9910371,3.5374417,2.4739466,11,52,4,0,-2,-3,0,0,2,3,9,0,1,0,6,1.0956202,1.2634038
Austria,3/15/2020,-59,-32,-13,-43,-18,8,5/20/2020,2.8402491,3.3553357,2.341536,11,53,14,14,42,5,1,-2,0,8,6,1,2,0,7,1.0438918,1.2105519
Austria,3/16/2020,-71,-14,-37,-56,-43,19,5/20/2020,2.6817019,3.1803868,2.1967554,11,54,-1,4,2,-3,1,0,2,6,16,1,3,-1,8,0.98645163,1.1570028
Austria,3/17/2020,-79,-32,-43,-66,-55,24,5/20/2020,2.638315,3.1383855,2.1476917,11,55,-3,10,9,-3,1,0,-1,4,-1,-3,2,1,9,0.97014046,1.1437085
Austria,3/18/2020,-79,-30,-24,-65,-58,24,5/20/2020,2.5282819,3.0244608,2.0386813,11,56,-6,17,12,-8,-1,1,2,5,12,0,2,0,10,0.92754,1.1067328
Austria,3/19/2020,-80,-29,-32,-67,-60,25,5/20/2020,2.4302409,2.9252846,1.9468342,11,57,-10,24,18,-9,-3,2,1,3,4,0,1,0,11,0.88799036,1.0733918
Austria,3/20/2020,-81,-28,-32,-68,-59,26,5/20/2020,2.3425491,2.8336928,1.857615,11,58,-20,46,-20,-20,-6,5,-1,3,-7,-2,1,0,12,0.85123968,1.0415807
Austria,3/21/2020,-88,-39,-73,-75,-54,20,5/20/2020,2.2969828,2.8005762,1.8158305,11,59,-35,-7,-17,-34,-9,8,4,0,-2,-3,0,0,13,0.83159643,1.0298252
Austria,3/22/2020,-90,-69,-60,-76,-54,15,5/20/2020,2.2906418,2.8143051,1.8021499,11,60,-59,-32,-13,-43,-18,8,14,14,42,5,1,-2,14,0.82883203,1.0347154
Austria,3/23/2020,-79,-31,-57,-71,-60,25,5/20/2020,2.1810789,2.7079554,1.6953188,11,61,-71,-14,-37,-56,-43,19,-1,4,2,-3,1,0,15,0.77981967,0.99619389
Austria,3/24/2020,-80,-32,-44,-71,-61,26,5/20/2020,1.9945949,2.4970508,1.507714,11,62,-79,-32,-43,-66,-55,24,-3,10,9,-3,1,0,16,0.69044101,0.91511035
Austria,3/25/2020,-81,-34,-58,-73,-62,27,5/20/2020,1.8074101,2.3021584,1.3059069,11,63,-79,-30,-24,-65,-58,24,-6,17,12,-8,-1,1,17,0.59189492,0.83384711
Austria,3/26/2020,-81,-31,-59,-72,-62,27,5/20/2020,1.7669023,2.271023,1.285827,11,64,-80,-29,-32,-67,-60,25,-10,24,18,-9,-3,2,18,0.56922793,0.82023042
Austria,3/27/2020,-80,-26,-39,-70,-60,27,5/20/2020,1.5659997,2.0559626,1.0703911,11,65,-81,-28,-32,-68,-59,26,-20,46,-20,-20,-6,5,19,0.44852445,0.72074413
Austria,3/28/2020,-83,-31,-21,-66,-49,17,5/20/2020,1.3934234,1.8738154,0.88220805,11,66,-88,-39,-73,-75,-54,20,-35,-7,-17,-34,-9,8,20,0.33176363,0.62797666
Austria,3/29/2020,-87,-64,-43,-71,-51,14,5/20/2020,1.2648598,1.7488085,0.75716549,11,67,-90,-69,-60,-76,-54,15,-59,-32,-13,-43,-18,8,21,0.23496129,0.55893469
Austria,3/30/2020,-78,-31,-57,-71,-59,25,5/20/2020,1.1823543,1.6652424,0.68245959,11,68,-79,-31,-57,-71,-60,25,-71,-14,-37,-56,-43,19,22,0.16750765,0.50997072
Austria,3/31/2020,-77,-24,-47,-69,-59,25,5/20/2020,1.0655062,1.5470699,0.55659711,11,69,-80,-32,-44,-71,-61,26,-79,-32,-43,-66,-55,24,23,0.063450009,0.43636277
Austria,4/1/2020,-77,-30,-34,-67,-59,24,5/20/2020,0.96560895,1.4528415,0.45101652,11,70,-81,-34,-58,-73,-62,27,-79,-30,-24,-65,-58,24,24,-0.034996334,0.3735213
Austria,4/2/2020,-77,-29,-36,-68,-59,25,5/20/2020,0.87472224,1.3647504,0.358852,11,71,-81,-31,-59,-72,-62,27,-80,-29,-32,-67,-60,25,25,-0.13384888,0.31097156
Austria,4/3/2020,-79,-25,-46,-69,-59,26,5/20/2020,0.79950011,1.2897675,0.28007492,11,72,-80,-26,-39,-70,-60,27,-81,-28,-32,-68,-59,26,26,-0.22376861,0.25446197
Austria,4/4/2020,-82,-30,-36,-67,-48,17,5/20/2020,0.73482245,1.2249073,0.21254435,11,73,-83,-31,-21,-66,-49,17,-88,-39,-73,-75,-54,20,27,-0.30812636,0.20286515
Austria,4/5/2020,-82,-55,-11,-64,-46,12,5/20/2020,0.70093137,1.1918687,0.17936897,11,74,-87,-64,-43,-71,-51,14,-90,-69,-60,-76,-54,15,28,-0.35534531,0.17552239
Austria,4/6/2020,-73,-26,-22,-64,-58,22,5/20/2020,0.68480372,1.1688528,0.18199149,11,75,-78,-31,-57,-71,-59,25,-79,-31,-57,-71,-60,25,29,-0.37862301,0.15602276
Austria,4/7/2020,-74,-24,-6,-63,-58,22,5/20/2020,0.6876443,1.1761405,0.19302402,11,76,-77,-24,-47,-69,-59,25,-80,-32,-44,-71,-61,26,30,-0.37448359,0.16223836
Austria,4/8/2020,-74,-21,-10,-63,-58,22,5/20/2020,0.6803987,1.1645297,0.19103447,11,77,-77,-30,-34,-67,-59,24,-81,-34,-58,-73,-62,27,31,-0.38507631,0.1523173
Austria,4/9/2020,-74,-15,-20,-63,-59,22,5/20/2020,0.66742033,1.1609462,0.17084602,11,78,-77,-29,-36,-68,-59,25,-81,-31,-59,-72,-62,27,32,-0.40433526,0.14923541
Austria,4/10/2020,-76,-16,-22,-66,-63,24,5/20/2020,0.64337689,1.130096,0.15392973,11,79,-79,-25,-46,-69,-59,26,-80,-26,-39,-70,-60,27,33,-0.4410246,0.12230255
Austria,4/11/2020,-81,-27,-20,-62,-45,15,5/20/2020,0.60114884,1.0893418,0.10642827,11,80,-82,-30,-36,-67,-48,17,-83,-31,-21,-66,-49,17,34,-0.50891274,0.085573621
Austria,4/12/2020,-83,-54,-6,-63,-45,11,5/20/2020,0.54997581,1.0362006,0.051714826,11,81,-82,-55,-11,-64,-46,12,-87,-64,-43,-71,-51,14,35,-0.59788096,0.035560794
Austria,4/13/2020,-90,-94,-15,-78,-88,31,5/20/2020,0.51707631,1.0042765,0.021810342,11,82,-73,-26,-22,-64,-58,22,-78,-31,-57,-71,-59,25,36,-0.65956479,0.004267396
Austria,4/14/2020,-62,-16,-41,-62,-53,21,5/20/2020,0.51319927,1.0067188,0.016937997,11,83,-74,-24,-6,-63,-58,22,-77,-24,-47,-69,-59,25,37,-0.66709107,0.006696285
Austria,4/15/2020,-62,-20,-12,-58,-52,20,5/20/2020,0.49276838,0.97989649,0,11,84,-74,-21,-10,-63,-58,22,-77,-30,-34,-67,-59,24,38,-0.70771605,-0.02030834
Austria,4/16/2020,-63,-18,-9,-57,-52,20,5/20/2020,0.48558477,0.97416383,0,11,85,-74,-15,-20,-63,-59,22,-77,-29,-36,-68,-59,25,39,-0.72240144,-0.026175786
Austria,4/17/2020,-65,-16,-10,-58,-52,20,5/20/2020,0.46897137,0.95552665,0,11,86,-76,-16,-22,-66,-63,24,-79,-25,-46,-69,-59,26,40,-0.75721353,-0.045492623
Austria,4/18/2020,-70,-21,-8,-54,-36,13,5/20/2020,0.45065826,0.93728602,0,11,87,-81,-27,-20,-62,-45,15,-82,-30,-36,-67,-48,17,41,-0.79704595,-0.064766794
Austria,4/19/2020,-84,-53,-37,-66,-43,12,5/20/2020,0.4435319,0.92657363,0,11,88,-83,-54,-6,-63,-45,11,-82,-55,-11,-64,-46,12,42,-0.81298554,-0.076261759
Austria,4/20/2020,-58,-24,-14,-56,-48,18,5/20/2020,0.43989936,0.92295372,0,11,89,-90,-94,-15,-78,-88,31,-73,-26,-22,-64,-58,22,43,-0.82120931,-0.080176182
Austria,4/21/2020,-60,-21,2,-54,-48,18,5/20/2020,0.45865524,0.94220036,0,11,90,-62,-16,-41,-62,-53,21,-74,-24,-6,-63,-58,22,44,-0.77945644,-0.059537329
Austria,4/22/2020,-61,-21,7,-54,-48,18,5/20/2020,0.47492751,0.96377414,0,11,91,-62,-20,-12,-58,-52,20,-74,-21,-10,-63,-58,22,45,-0.74459308,-0.0368983
Austria,4/23/2020,-62,-18,-3,-54,-48,18,5/20/2020,0.50752544,1.0021799,0.017500807,11,92,-63,-18,-9,-57,-52,20,-74,-15,-20,-63,-59,22,46,-0.67820841,0.002177489
Austria,4/24/2020,-64,-17,-10,-56,-49,19,5/20/2020,0.53246737,1.018903,0.038657885,11,93,-65,-16,-10,-58,-52,20,-76,-16,-22,-66,-63,24,47,-0.63023365,0.018726574
Austria,4/25/2020,-68,-19,-7,-52,-33,12,5/20/2020,0.55611575,1.0442626,0.070579693,11,94,-70,-21,-8,-54,-36,13,-81,-27,-20,-62,-45,15,48,-0.58677882,0.043311037
Austria,4/26/2020,-73,-36,23,-50,-34,8,5/20/2020,0.57185096,1.0623511,0.08750964,11,95,-84,-53,-37,-66,-43,12,-83,-54,-6,-63,-45,11,49,-0.55887687,0.060484476
Austria,4/27/2020,-57,-22,-12,-52,-45,16,5/20/2020,0.57448721,1.0670227,0.087738954,11,96,-58,-24,-14,-56,-48,18,-90,-94,-15,-78,-88,31,50,-0.55427742,0.064872228
Austria,4/28/2020,-58,-18,14,-50,-45,15,5/20/2020,0.59475285,1.0839262,0.10878664,11,97,-60,-21,2,-54,-48,18,-62,-16,-41,-62,-53,21,51,-0.51960933,0.080589823
Austria,4/29/2020,-61,-12,-40,-55,-46,18,5/20/2020,0.58390439,1.0688384,0.090691522,11,98,-61,-21,7,-54,-48,18,-62,-20,-12,-58,-52,20,52,-0.53801805,0.066572413
Austria,4/30/2020,-49,13,-10,-49,-45,14,5/20/2020,0.59034097,1.0789884,0.094587207,11,99,-62,-18,-3,-54,-48,18,-63,-18,-9,-57,-52,20,53,-0.52705497,0.076023966
Austria,5/1/2020,-83,-90,5,-66,-82,26,5/20/2020,0.6051386,1.0963105,0.10569675,11,100,-64,-17,-10,-56,-49,19,-65,-16,-10,-58,-52,20,54,-0.50229776,0.091950446
Austria,5/2/2020,-43,4,-12,-44,-24,8,5/20/2020,0.57615167,1.0631094,0.071609706,11,101,-68,-19,-7,-52,-33,12,-70,-21,-8,-54,-36,13,55,-0.55138433,0.061198007
Austria,5/3/2020,-72,-32,-1,-49,-31,7,5/20/2020,0.57753134,1.0669562,0.077481456,11,102,-73,-36,23,-50,-34,8,-84,-53,-37,-66,-43,12,56,-0.54899257,0.064809889
Austria,5/4/2020,-32,-8,-2,-43,-38,12,5/20/2020,0.58510393,1.0683337,0.07777483,11,103,-57,-22,-12,-52,-45,16,-58,-24,-14,-56,-48,18,57,-0.5359658,0.066100188
Austria,5/5/2020,-39,-8,-18,-46,-39,14,5/20/2020,0.62341166,1.1156384,0.11961023,11,104,-58,-18,14,-50,-45,15,-60,-21,2,-54,-48,18,58,-0.47254822,0.10942677
Austria,5/6/2020,-38,-5,1,-43,-38,12,5/20/2020,0.68003756,1.1665834,0.19444188,11,105,-61,-12,-40,-55,-46,18,-61,-21,7,-54,-48,18,59,-0.38560724,0.15407932
Austria,5/7/2020,-39,-5,12,-41,-38,12,5/20/2020,0.74819553,1.2402976,0.26366451,11,106,-49,13,-10,-49,-45,14,-62,-18,-3,-54,-48,18,60,-0.29009092,0.21535131
Austria,5/8/2020,-40,-2,20,-41,-39,12,5/20/2020,0.75560105,1.2433224,0.27130097,11,107,-83,-90,5,-66,-82,26,-64,-17,-10,-56,-49,19,61,-0.28024176,0.21778713
Austria,5/9/2020,-43,-2,18,-35,-19,5,5/20/2020,0.81038082,1.2982346,0.3220717,11,108,-43,4,-12,-44,-24,8,-68,-19,-7,-52,-33,12,62,-0.210251,0.26100534
Austria,5/10/2020,-64,-25,8,-39,-18,3,5/20/2020,0.82478827,1.3151373,0.33773971,11,109,-72,-32,-1,-49,-31,7,-73,-36,23,-50,-34,8,63,-0.19262856,0.27394104
Austria,5/11/2020,-37,-16,-8,-43,-36,12,5/20/2020,0.85138059,1.3444732,0.36305222,11,110,-32,-8,-2,-43,-38,12,-57,-22,-12,-52,-45,16,64,-0.16089603,0.2960023
Austria,5/12/2020,-39,-9,-4,-41,-35,13,5/20/2020,0.96029425,1.461758,0.48092997,11,111,-39,-8,-18,-46,-39,14,-58,-18,14,-50,-45,15,65,-0.040515535,0.37963983
Austria,5/13/2020,-41,-10,-13,-43,-35,13,5/20/2020,0.97111654,1.4775763,0.47190979,11,112,-38,-5,1,-43,-38,12,-61,-12,-40,-55,-46,18,66,-0.029308794,0.39040309
Austria,5/14/2020,-42,-9,-20,-44,-36,12,5/20/2020,1.0139526,1.5403084,0.51081616,11,113,-39,-5,12,-41,-38,12,-49,13,-10,-49,-45,14,67,0.013856172,0.43198264
Austria,5/15/2020,-34,-11,-43,-47,-36,13,5/20/2020,1.0269972,1.5571994,0.51612449,11,114,-40,-2,20,-41,-39,12,-83,-90,5,-66,-82,26,68,0.026639214,0.44288892
Austria,5/16/2020,-32,-13,5,-35,-12,5,5/20/2020,1.0440546,1.6020672,0.51079661,11,115,-43,-2,18,-35,-19,5,-43,4,-12,-44,-24,8,69,0.043111812,0.47129482
Austria,5/17/2020,,,,,,,5/20/2020,0.96188134,1.5369551,0.40261197,11,116,-64,-25,8,-39,-18,3,-72,-32,-1,-49,-31,7,70,-0.038864184,0.42980325
Austria,5/18/2020,,,,,,,5/20/2020,0.9142465,1.5473959,0.27387604,11,117,-37,-16,-8,-43,-36,12,-32,-8,-2,-43,-38,12,71,-0.089655049,0.43657348
Bahrain,2/15/2020,-3,3,-11,-1,3,1,,,,,13,24,,,,,,,,,,,,,,,
Bahrain,2/16/2020,-2,-1,-7,-3,7,0,,,,,13,25,,,,,,,,,,,,,,,
Bahrain,2/17/2020,-5,-1,-11,-3,5,0,,,,,13,26,,,,,,,,,,,,,,,
Bahrain,2/18/2020,-5,-4,-6,-3,5,1,,,,,13,27,,,,,,,,,,,,,,,
Bahrain,2/19/2020,-5,-4,-10,-3,5,0,,,,,13,28,,,,,,,,,,,,,,,
Bahrain,2/20/2020,-3,-2,-11,0,5,0,,,,,13,29,,,,,,,,,,,,,,,
Bahrain,2/21/2020,-4,2,-1,-3,3,1,,,,,13,30,,,,,,,,,,,,,,,
Bahrain,2/22/2020,-4,2,-2,-3,3,1,,,,,13,31,-3,3,-11,-1,3,1,,,,,,,,,
Bahrain,2/23/2020,-4,-2,-1,-5,7,0,,,,,13,32,-2,-1,-7,-3,7,0,,,,,,,,,
Bahrain,2/24/2020,-7,0,-10,-3,5,1,,,,,13,33,-5,-1,-11,-3,5,0,,,,,,,,,
Bahrain,2/25/2020,-9,4,-11,-8,4,1,,,,,13,34,-5,-4,-6,-3,5,1,,,,,,,,,
Bahrain,2/26/2020,-12,2,-24,-10,-3,5,,,,,13,35,-5,-4,-10,-3,5,0,,,,,,,,,
Bahrain,2/27/2020,-12,0,-22,-11,-4,6,,,,,13,36,-3,-2,-11,0,5,0,,,,,,,,,
Bahrain,2/28/2020,-19,-5,-26,-14,1,5,,,,,13,37,-4,2,-1,-3,3,1,,,,,,,,,
Bahrain,2/29/2020,-12,-1,-15,-9,3,3,,,,,13,38,-4,2,-2,-3,3,1,-3,3,-11,-1,3,1,,,
Bahrain,3/1/2020,-7,-1,-7,-8,-2,3,,,,,13,39,-4,-2,-1,-5,7,0,-2,-1,-7,-3,7,0,,,
Bahrain,3/2/2020,-10,-1,-16,-6,-3,4,,,,,13,40,-7,0,-10,-3,5,1,-5,-1,-11,-3,5,0,,,
Bahrain,3/3/2020,-9,-3,-12,-9,-4,4,,,,,13,41,-9,4,-11,-8,4,1,-5,-4,-6,-3,5,1,,,
Bahrain,3/4/2020,-10,-3,-15,-8,-3,4,,,,,13,42,-12,2,-24,-10,-3,5,-5,-4,-10,-3,5,0,,,
Bahrain,3/5/2020,-10,-2,-15,-9,-4,5,,,,,13,43,-12,0,-22,-11,-4,6,-3,-2,-11,0,5,0,,,
Bahrain,3/6/2020,-16,-3,-16,-12,0,4,,,,,13,44,-19,-5,-26,-14,1,5,-4,2,-1,-3,3,1,,,
Bahrain,3/7/2020,-13,-3,-12,-10,3,3,,,,,13,45,-12,-1,-15,-9,3,3,-4,2,-2,-3,3,1,,,
Bahrain,3/8/2020,-11,-5,-11,-11,3,4,,,,,13,46,-7,-1,-7,-8,-2,3,-4,-2,-1,-5,7,0,,,
Bahrain,3/9/2020,-14,-5,-16,-11,1,4,,,,,13,47,-10,-1,-16,-6,-3,4,-7,0,-10,-3,5,1,,,
Bahrain,3/10/2020,-14,-5,-10,-11,0,4,,,,,13,48,-9,-3,-12,-9,-4,4,-9,4,-11,-8,4,1,,,
Bahrain,3/11/2020,-15,-6,-16,-12,0,5,5/20/2020,1.3396657,1.6788239,1.0073586,13,49,-10,-3,-15,-8,-3,4,-12,2,-24,-10,-3,5,1,0.29242006,0.51809353
Bahrain,3/12/2020,-17,-1,-21,-15,0,6,5/20/2020,1.3318547,1.6559575,0.98692423,13,50,-10,-2,-15,-9,-4,5,-12,0,-22,-11,-4,6,2,0.28657249,0.50437939
Bahrain,3/13/2020,-26,-5,-25,-21,-2,7,5/20/2020,1.3269798,1.6465306,0.9702161,13,51,-16,-3,-16,-12,0,4,-19,-5,-26,-14,1,5,3,0.28290549,0.49867043
Bahrain,3/14/2020,-24,-6,-23,-20,-1,6,5/20/2020,1.3258073,1.6406496,0.97501737,13,52,-13,-3,-12,-10,3,3,-12,-1,-15,-9,3,3,4,0.28202158,0.49509224
Bahrain,3/15/2020,-16,0,-14,-16,0,5,5/20/2020,1.3253109,1.635856,0.97702849,13,53,-11,-5,-11,-11,3,4,-7,-1,-7,-8,-2,3,5,0.28164712,0.49216622
Bahrain,3/16/2020,-20,-4,-18,-16,-2,6,5/20/2020,1.3248354,1.6317983,0.9770751,13,54,-14,-5,-16,-11,1,4,-10,-1,-16,-6,-3,4,6,0.28128824,0.48968264
