state,date,retailrec,groceryph,parks,transit,workplace,residence,statenum,lag7retail,lag7grocery,lag7parks,lag7transit,lag7work,lag7residence,lag14retail,lag14grocery,lag14parks,lag14transit,lag14work,lag14residence,index,mean,median,lower_80,upper_80,lnmedian,lnupper80
Vermont,3/7/2020,10,0,28,25,2,-1,46,6,-3,16,17,0,-1,9,0,53,25,2,-1,10,2,2,1,2,0,1
Vermont,3/8/2020,13,11,49,13,4,-2,46,15,11,16,6,2,-2,12,7,47,7,3,-2,11,1,1,1,2,0,0
Vermont,3/9/2020,9,9,52,8,-1,0,46,10,4,-1,7,-6,1,8,3,20,7,-8,1,12,1,1,1,2,0,0
Vermont,3/10/2020,1,3,2,3,-1,1,46,16,10,29,13,-10,1,4,0,4,4,-8,1,13,1,1,1,2,0,0
Vermont,3/11/2020,3,5,-4,2,-1,1,46,3,4,-4,5,1,1,6,1,-5,7,-9,2,14,1,1,1,1,0,0
Vermont,3/12/2020,3,14,6,-2,1,1,46,6,7,14,9,5,-1,-5,-7,-21,-6,-8,3,15,1,1,1,1,0,0
Vermont,3/13/2020,-3,14,-16,-20,-4,4,46,3,1,9,7,2,1,3,0,-6,8,-9,2,16,1,1,1,1,0,0
Vermont,3/14/2020,-6,11,21,-5,-3,3,46,10,0,28,25,2,-1,6,-3,16,17,0,-1,17,1,1,1,1,0,0
Vermont,3/15/2020,-8,14,10,-32,-8,3,46,13,11,49,13,4,-2,15,11,16,6,2,-2,18,1,1,1,1,0,0
Vermont,3/16/2020,-5,18,15,-23,-13,6,46,9,9,52,8,-1,0,10,4,-1,7,-6,1,19,1,1,1,1,0,0
Vermont,3/17/2020,-24,5,-12,-26,-23,11,46,1,3,2,3,-1,1,16,10,29,13,-10,1,20,1,1,1,1,0,0
Vermont,3/18/2020,-30,-4,21,-29,-31,13,46,3,5,-4,2,-1,1,3,4,-4,5,1,1,21,1,1,1,1,0,0
Vermont,3/19/2020,-37,-8,2,-37,-33,15,46,3,14,6,-2,1,1,6,7,14,9,5,-1,22,1,1,1,1,0,0
Vermont,3/20/2020,-41,-12,-14,-48,-37,18,46,-3,14,-16,-20,-4,4,3,1,9,7,2,1,23,1,1,1,1,0,0
Vermont,3/21/2020,-46,-19,9,-44,-30,11,46,-6,11,21,-5,-3,3,10,0,28,25,2,-1,24,1,1,1,1,0,0
Vermont,3/22/2020,-47,-21,18,-53,-31,9,46,-8,14,10,-32,-8,3,13,11,49,13,4,-2,25,1,1,1,1,0,0
Vermont,3/23/2020,-44,-23,-28,-46,-43,17,46,-5,18,15,-23,-13,6,9,9,52,8,-1,0,26,1,1,1,1,0,0
Vermont,3/24/2020,-46,-21,-12,-39,-47,20,46,-24,5,-12,-26,-23,11,1,3,2,3,-1,1,27,1,1,1,1,0,0
Vermont,3/25/2020,-39,-11,-12,-43,-47,20,46,-30,-4,21,-29,-31,13,3,5,-4,2,-1,1,28,1,1,1,1,0,0
Vermont,3/26/2020,-53,-31,6,-48,-53,22,46,-37,-8,2,-37,-33,15,3,14,6,-2,1,1,29,1,1,1,1,0,0
Vermont,3/27/2020,-53,-31,2,-55,-53,24,46,-41,-12,-14,-48,-37,18,-3,14,-16,-20,-4,4,30,1,1,1,1,0,0
Vermont,3/28/2020,-59,-36,22,-58,-41,14,46,-46,-19,9,-44,-30,11,-6,11,21,-5,-3,3,31,1,1,1,1,0,0
Vermont,3/29/2020,-62,-42,-55,-71,-43,13,46,-47,-21,18,-53,-31,9,-8,14,10,-32,-8,3,32,1,1,1,1,0,0
Vermont,3/30/2020,-51,-33,-32,-55,-54,22,46,-44,-23,-28,-46,-43,17,-5,18,15,-23,-13,6,33,1,1,1,1,0,0
Vermont,3/31/2020,-47,-28,36,-45,-55,21,46,-46,-21,-12,-39,-47,20,-24,5,-12,-26,-23,11,34,1,1,1,1,0,0
Vermont,4/1/2020,-47,-22,11,-45,-55,22,46,-39,-11,-12,-43,-47,20,-30,-4,21,-29,-31,13,35,1,1,1,1,0,0
Vermont,4/2/2020,-54,-30,-36,-55,-55,24,46,-53,-31,6,-48,-53,22,-37,-8,2,-37,-33,15,36,1,1,1,1,0,0
Vermont,4/3/2020,-54,-29,-37,-63,-56,26,46,-53,-31,2,-55,-53,24,-41,-12,-14,-48,-37,18,37,1,1,1,1,0,0
Vermont,4/4/2020,-58,-33,23,-60,-43,14,46,-59,-36,22,-58,-41,14,-46,-19,9,-44,-30,11,38,1,1,1,1,0,0
Vermont,4/5/2020,-58,-34,-1,-69,-42,11,46,-62,-42,-55,-71,-43,13,-47,-21,18,-53,-31,9,39,1,1,1,1,0,0
Vermont,4/6/2020,-46,-26,44,-52,-55,20,46,-51,-33,-32,-55,-54,22,-44,-23,-28,-46,-43,17,40,1,1,1,1,0,0
Vermont,4/7/2020,-48,-25,52,-48,-56,21,46,-47,-28,36,-45,-55,21,-46,-21,-12,-39,-47,20,41,1,1,1,1,0,0
Vermont,4/8/2020,-50,-29,-1,-52,-56,23,46,-47,-22,11,-45,-55,22,-39,-11,-12,-43,-47,20,42,1,1,1,1,0,0
Vermont,4/9/2020,-55,-30,-42,-60,-56,24,46,-54,-30,-36,-55,-55,24,-53,-31,6,-48,-53,22,43,1,1,1,1,0,0
Vermont,4/10/2020,-55,-30,-49,-64,-58,27,46,-54,-29,-37,-63,-56,26,-53,-31,2,-55,-53,24,44,1,1,1,1,0,0
Vermont,4/11/2020,-54,-23,-4,-64,-44,15,46,-58,-33,23,-60,-43,14,-59,-36,22,-58,-41,14,45,1,1,1,1,0,0
Vermont,4/12/2020,-75,-55,17,-72,-48,11,46,-58,-34,-1,-69,-42,11,-62,-42,-55,-71,-43,13,46,1,1,1,1,0,0
Vermont,4/13/2020,-53,-31,-38,-62,-56,23,46,-46,-26,44,-52,-55,20,-51,-33,-32,-55,-54,22,47,1,1,1,1,0,0
Vermont,4/14/2020,-48,-25,27,-53,-55,21,46,-48,-25,52,-48,-56,21,-47,-28,36,-45,-55,21,48,1,1,1,1,0,0
Vermont,4/15/2020,-42,-21,11,-51,-55,22,46,-50,-29,-1,-52,-56,23,-47,-22,11,-45,-55,22,49,1,1,1,1,0,0
Vermont,4/16/2020,-47,-24,-9,-55,-54,23,46,-55,-30,-42,-60,-56,24,-54,-30,-36,-55,-55,24,50,1,1,1,1,0,0
Vermont,4/17/2020,-50,-29,-23,-59,-54,24,46,-55,-30,-49,-64,-58,27,-54,-29,-37,-63,-56,26,51,1,1,1,1,0,0
Vermont,4/18/2020,-54,-31,10,-62,-41,13,46,-54,-23,-4,-64,-44,15,-58,-33,23,-60,-43,14,52,1,1,1,1,0,0
Vermont,4/19/2020,-48,-26,50,-63,-39,9,46,-75,-55,17,-72,-48,11,-58,-34,-1,-69,-42,11,53,1,1,1,1,0,0
Vermont,4/20/2020,-40,-23,32,-50,-53,19,46,-53,-31,-38,-62,-56,23,-46,-26,44,-52,-55,20,54,1,1,1,1,0,0
Vermont,4/21/2020,-46,-24,-14,-55,-54,22,46,-48,-25,27,-53,-55,21,-48,-25,52,-48,-56,21,55,1,1,1,1,0,0
Vermont,4/22/2020,-46,-25,-26,-53,-54,23,46,-42,-21,11,-51,-55,22,-50,-29,-1,-52,-56,23,56,1,1,1,1,0,0
Vermont,4/23/2020,-42,-20,31,-49,-52,20,46,-47,-24,-9,-55,-54,23,-55,-30,-42,-60,-56,24,57,1,1,1,1,0,0
Vermont,4/24/2020,-46,-26,7,-53,-53,22,46,-50,-29,-23,-59,-54,24,-55,-30,-49,-64,-58,27,58,1,1,1,1,0,0
Vermont,4/25/2020,-45,-23,103,-50,-39,10,46,-54,-31,10,-62,-41,13,-54,-23,-4,-64,-44,15,59,1,1,1,1,0,0
Vermont,4/26/2020,-48,-25,-9,-68,-38,10,46,-48,-26,50,-63,-39,9,-75,-55,17,-72,-48,11,60,1,1,1,1,0,0
Vermont,4/27/2020,-42,-24,-31,-53,-51,20,46,-40,-23,32,-50,-53,19,-53,-31,-38,-62,-56,23,61,1,1,1,1,0,0
Vermont,4/28/2020,-37,-17,60,-44,-51,13,46,-46,-24,-14,-55,-54,22,-48,-25,27,-53,-55,21,62,1,1,1,1,0,0
Vermont,4/29/2020,-36,-17,55,-42,-51,19,46,-46,-25,-26,-53,-54,23,-42,-21,11,-51,-55,22,63,1,1,1,1,0,0
Vermont,4/30/2020,-43,-21,-19,-54,-51,21,46,-42,-20,31,-49,-52,20,-47,-24,-9,-55,-54,23,64,1,1,1,1,0,0
Vermont,5/1/2020,-41,-20,0,-51,-50,21,46,-46,-26,7,-53,-53,22,-50,-29,-23,-59,-54,24,65,1,1,1,1,0,0
Vermont,5/2/2020,-40,-18,100,-49,-36,9,46,-45,-23,103,-50,-39,10,-54,-31,10,-62,-41,13,66,1,1,1,1,0,0
Vermont,5/3/2020,-34,-12,120,-55,-33,6,46,-48,-25,-9,-68,-38,10,-48,-26,50,-63,-39,9,67,1,1,1,1,0,0
Vermont,5/4/2020,-34,-17,3,-50,-49,18,46,-42,-24,-31,-53,-51,20,-40,-23,32,-50,-53,19,68,1,1,1,1,0,0
Vermont,5/5/2020,-33,-10,50,-43,-49,18,46,-37,-17,60,-44,-51,13,-46,-24,-14,-55,-54,22,69,1,1,1,1,0,0
Vermont,5/6/2020,-34,-15,46,-42,-49,18,46,-36,-17,55,-42,-51,19,-46,-25,-26,-53,-54,23,70,1,1,1,1,0,0
Vermont,5/7/2020,-33,-13,73,-43,-47,17,46,-43,-21,-19,-54,-51,21,-42,-20,31,-49,-52,20,71,1,1,1,1,0,0
Vermont,5/8/2020,-39,-16,15,-51,-48,20,46,-41,-20,0,-51,-50,21,-46,-26,7,-53,-53,22,72,1,1,1,1,0,0
Vermont,5/9/2020,-45,-16,-20,-61,-36,12,46,-40,-18,100,-49,-36,9,-45,-23,103,-50,-39,10,73,1,1,1,1,0,0
Vermont,5/10/2020,-37,-11,23,-59,-31,7,46,-34,-12,120,-55,-33,6,-48,-25,-9,-68,-38,10,74,1,1,1,1,0,0
Vermont,5/11/2020,-39,-23,-5,-50,-46,18,46,-34,-17,3,-50,-49,18,-42,-24,-31,-53,-51,20,75,1,1,1,1,0,0
Vermont,5/12/2020,-33,-12,53,-40,-46,17,46,-33,-10,50,-43,-49,18,-37,-17,60,-44,-51,13,76,1,1,1,1,0,0
Vermont,5/13/2020,-31,-14,77,-40,-46,17,46,-34,-15,46,-42,-49,18,-36,-17,55,-42,-51,19,77,1,1,1,1,0,0
Vermont,5/14/2020,-31,-12,98,-38,-45,16,46,-33,-13,73,-43,-47,17,-43,-21,-19,-54,-51,21,78,1,1,1,1,0,0
Vermont,5/15/2020,-38,-20,8,-38,-46,19,46,-39,-16,15,-51,-48,20,-41,-20,0,-51,-50,21,79,1,1,1,1,0,0
Vermont,5/16/2020,-37,-16,94,-47,-31,8,46,-45,-16,-20,-61,-36,12,-40,-18,100,-49,-36,9,80,1,1,1,1,0,0
Vermont,5/17/2020,-28,-10,116,-53,-29,4,46,-37,-11,23,-59,-31,7,-34,-12,120,-55,-33,6,81,1,1,1,1,0,0
Vermont,5/18/2020,-19,-10,83,-38,-43,14,46,-39,-23,-5,-50,-46,18,-34,-17,3,-50,-49,18,82,1,1,1,1,0,0
Vermont,5/19/2020,-20,-8,118,-32,-43,14,46,-33,-12,53,-40,-46,17,-33,-10,50,-43,-49,18,83,1,1,1,1,0,0
Vermont,5/20/2020,-18,-6,122,-23,-43,14,46,-31,-14,77,-40,-46,17,-34,-15,46,-42,-49,18,84,1,1,1,1,0,0
Vermont,5/21/2020,-19,-3,117,-31,-42,14,46,-31,-12,98,-38,-45,16,-33,-13,73,-43,-47,17,85,1,1,1,1,0,0
Vermont,5/22/2020,-22,-4,121,-35,-45,14,46,-38,-20,8,-38,-46,19,-39,-16,15,-51,-48,20,86,1,1,1,1,0,0
Vermont,5/23/2020,-25,-5,169,-39,-27,4,46,-37,-16,94,-47,-31,8,-45,-16,-20,-61,-36,12,87,1,1,1,1,0,0
Vermont,5/24/2020,-16,2,181,-40,-27,1,46,-28,-10,116,-53,-29,4,-37,-11,23,-59,-31,7,88,1,1,1,1,0,0
Vermont,5/25/2020,-23,-12,162,-50,-74,19,46,-19,-10,83,-38,-43,14,-39,-23,-5,-50,-46,18,89,1,1,1,1,0,0
Vermont,5/26/2020,-16,-3,130,-28,-42,13,46,-20,-8,118,-32,-43,14,-33,-12,53,-40,-46,17,90,1,1,1,1,0,0
Vermont,5/27/2020,-16,-3,125,-27,-41,14,46,-18,-6,122,-23,-43,14,-31,-14,77,-40,-46,17,91,1,1,1,1,0,0
Vermont,5/28/2020,-20,-7,79,-26,-39,14,46,-19,-3,117,-31,-42,14,-31,-12,98,-38,-45,16,92,1,1,1,1,0,0
Vermont,5/29/2020,-28,-14,37,-35,-40,16,46,-22,-4,121,-35,-45,14,-38,-20,8,-38,-46,19,93,1,1,1,1,0,0
Vermont,5/30/2020,-25,-9,122,-39,-17,5,46,-25,-5,169,-39,-27,4,-37,-16,94,-47,-31,8,94,1,1,1,1,0,0
Vermont,5/31/2020,-20,-6,77,-49,-18,4,46,-16,2,181,-40,-27,1,-28,-10,116,-53,-29,4,95,1,1,1,1,0,0
Vermont,6/1/2020,-13,-4,59,-32,-38,12,46,-23,-12,162,-50,-74,19,-19,-10,83,-38,-43,14,96,1,1,1,1,0,0
Vermont,6/2/2020,-17,-6,78,-24,-39,13,46,-16,-3,130,-28,-42,13,-20,-8,118,-32,-43,14,97,1,1,1,1,0,0
Vermont,6/3/2020,-17,-5,44,-28,-38,14,46,-16,-3,125,-27,-41,14,-18,-6,122,-23,-43,14,98,1,1,1,1,0,0
Vermont,6/4/2020,-17,-3,118,-25,-36,12,46,-20,-7,79,-26,-39,14,-19,-3,117,-31,-42,14,99,1,1,1,1,0,0
Vermont,6/5/2020,-21,-6,116,-33,-38,12,46,-28,-14,37,-35,-40,16,-22,-4,121,-35,-45,14,100,1,1,1,1,0,0
Vermont,6/6/2020,-23,-7,115,-45,-18,5,46,-25,-9,122,-39,-17,5,-25,-5,169,-39,-27,4,101,1,1,1,1,0,0
Vermont,6/7/2020,-14,-2,146,-28,-16,2,46,-20,-6,77,-49,-18,4,-16,2,181,-40,-27,1,102,1,1,1,1,0,0
Vermont,6/8/2020,-11,-2,124,-32,-36,10,46,-13,-4,59,-32,-38,12,-23,-12,162,-50,-74,19,103,1,1,1,1,0,0
Vermont,6/9/2020,-13,-3,99,-29,-36,12,46,-17,-6,78,-24,-39,13,-16,-3,130,-28,-42,13,104,1,1,1,1,0,0
Vermont,6/10/2020,-13,-3,107,-23,-37,12,46,-17,-5,44,-28,-38,14,-16,-3,125,-27,-41,14,105,1,1,1,1,0,0
Vermont,6/11/2020,-14,-2,85,-31,-36,13,46,-17,-3,118,-25,-36,12,-20,-7,79,-26,-39,14,106,1,1,1,1,0,0
Vermont,6/12/2020,-16,-3,120,-28,-36,11,46,-21,-6,116,-33,-38,12,-28,-14,37,-35,-40,16,107,1,1,1,1,0,0
Vermont,6/13/2020,-21,-6,121,-38,-16,4,46,-23,-7,115,-45,-18,5,-25,-9,122,-39,-17,5,108,1,1,1,1,0,0
Vermont,6/14/2020,-14,-1,138,-44,-12,2,46,-14,-2,146,-28,-16,2,-20,-6,77,-49,-18,4,109,1,1,1,1,0,0
Vermont,6/15/2020,-6,1,150,-27,-35,10,46,-11,-2,124,-32,-36,10,-13,-4,59,-32,-38,12,110,1,1,1,1,0,0
Vermont,6/16/2020,-6,4,195,-24,-35,9,46,-13,-3,99,-29,-36,12,-17,-6,78,-24,-39,13,111,1,1,1,1,0,0
Vermont,6/17/2020,-6,4,189,-25,-36,10,46,-13,-3,107,-23,-37,12,-17,-5,44,-28,-38,14,112,1,1,1,1,0,0
Vermont,6/18/2020,-9,3,187,-27,-35,9,46,-14,-2,85,-31,-36,13,-17,-3,118,-25,-36,12,113,1,1,1,1,0,0
Vermont,6/19/2020,-14,1,168,-31,-37,9,46,-16,-3,120,-28,-36,11,-21,-6,116,-33,-38,12,114,1,1,1,1,0,0
Vermont,6/20/2020,-17,2,223,-39,-16,2,46,-21,-6,121,-38,-16,4,-23,-7,115,-45,-18,5,115,1,1,1,1,0,0
Vermont,6/21/2020,-8,8,221,-43,-12,-1,46,-14,-1,138,-44,-12,2,-14,-2,146,-28,-16,2,116,1,1,1,1,0,0
Vermont,6/22/2020,-7,0,161,-31,-38,9,46,-6,1,150,-27,-35,10,-11,-2,124,-32,-36,10,117,1,1,1,1,0,0
Vermont,6/23/2020,-5,4,184,-27,-37,10,46,-6,4,195,-24,-35,9,-13,-3,99,-29,-36,12,118,1,1,1,1,0,0
Virginia,2/15/2020,2,2,3,4,0,0,47,,,,,,,,,,,,,,,,,,,
Virginia,2/16/2020,4,0,9,-1,0,0,47,,,,,,,,,,,,,,,,,,,
Virginia,2/17/2020,8,2,41,-6,-27,6,47,,,,,,,,,,,,,,,,,,,
Virginia,2/18/2020,1,2,22,4,3,0,47,,,,,,,,,,,,,,,,,,,
Virginia,2/19/2020,2,2,6,3,2,0,47,,,,,,,,,,,,,,,,,,,
Virginia,2/20/2020,-2,3,-7,1,1,2,47,,,,,,,,,,,,,,,,,,,
Virginia,2/21/2020,-3,-7,-7,-2,-4,3,47,,,,,,,,,,,,,,,,,,,
Virginia,2/22/2020,4,2,32,6,2,-1,47,2,2,3,4,0,0,,,,,,,,,,,,,
Virginia,2/23/2020,5,3,43,7,2,-1,47,4,0,9,-1,0,0,,,,,,,,,,,,,
Virginia,2/24/2020,1,0,4,1,5,0,47,8,2,41,-6,-27,6,,,,,,,,,,,,,
Virginia,2/25/2020,4,1,11,2,3,0,47,1,2,22,4,3,0,,,,,,,,,,,,,
Virginia,2/26/2020,7,4,7,6,2,-1,47,2,2,6,3,2,0,,,,,,,,,,,,,
Virginia,2/27/2020,6,4,4,6,2,-1,47,-2,3,-7,1,1,2,,,,,,,0,2,2,2,3,1,1
Virginia,2/28/2020,6,4,7,6,2,-1,47,-3,-7,-7,-2,-4,3,,,,,,,1,2,2,2,3,1,1
Virginia,2/29/2020,6,6,-1,6,2,-1,47,4,2,32,6,2,-1,2,2,3,4,0,0,2,2,2,2,3,1,1
Virginia,3/1/2020,10,9,24,9,2,-1,47,5,3,43,7,2,-1,4,0,9,-1,0,0,3,2,2,2,3,1,1
Virginia,3/2/2020,7,5,20,2,5,-1,47,1,0,4,1,5,0,8,2,41,-6,-27,6,4,2,2,2,3,1,1
Virginia,3/3/2020,14,10,40,2,-4,0,47,4,1,11,2,3,0,1,2,22,4,3,0,5,2,2,2,3,1,1
Virginia,3/4/2020,9,8,39,5,2,-1,47,7,4,7,6,2,-1,2,2,6,3,2,0,6,2,2,2,3,1,1
Virginia,3/5/2020,6,6,19,4,2,-1,47,6,4,4,6,2,-1,-2,3,-7,1,1,2,7,2,2,2,3,1,1
Virginia,3/6/2020,3,1,5,3,1,0,47,6,4,7,6,2,-1,-3,-7,-7,-2,-4,3,8,2,2,2,3,1,1
Virginia,3/7/2020,6,8,27,8,1,-1,47,6,6,-1,6,2,-1,4,2,32,6,2,-1,9,2,2,2,3,1,1
Virginia,3/8/2020,7,8,62,7,0,-1,47,10,9,24,9,2,-1,5,3,43,7,2,-1,10,2,2,2,2,1,1
Virginia,3/9/2020,7,8,64,-1,3,0,47,7,5,20,2,5,-1,1,0,4,1,5,0,11,2,2,2,2,1,1
Virginia,3/10/2020,6,8,40,-1,1,0,47,14,10,40,2,-4,0,4,1,11,2,3,0,12,2,2,2,2,1,1
Virginia,3/11/2020,7,9,40,0,-1,0,47,9,8,39,5,2,-1,7,4,7,6,2,-1,13,2,2,2,2,1,1
Virginia,3/12/2020,7,20,44,-3,-3,0,47,6,6,19,4,2,-1,6,4,4,6,2,-1,14,2,2,2,2,1,1
Virginia,3/13/2020,3,22,46,-8,-8,3,47,3,1,5,3,1,0,6,4,7,6,2,-1,15,2,2,2,2,1,1
Virginia,3/14/2020,-7,14,37,-6,-3,3,47,6,8,27,8,1,-1,6,6,-1,6,2,-1,16,2,2,2,2,1,1
Virginia,3/15/2020,-14,5,-13,-17,-11,5,47,7,8,62,7,0,-1,10,9,24,9,2,-1,17,2,2,2,2,1,1
Virginia,3/16/2020,-7,14,10,-25,-20,9,47,7,8,64,-1,3,0,7,5,20,2,5,-1,18,2,2,2,2,1,1
Virginia,3/17/2020,-13,10,52,-25,-28,11,47,6,8,40,-1,1,0,14,10,40,2,-4,0,19,2,2,2,2,1,1
Virginia,3/18/2020,-21,5,26,-30,-33,13,47,7,9,40,0,-1,0,9,8,39,5,2,-1,20,2,2,2,2,1,1
Virginia,3/19/2020,-23,5,62,-34,-35,14,47,7,20,44,-3,-3,0,6,6,19,4,2,-1,21,2,2,2,2,1,1
Virginia,3/20/2020,-26,3,59,-36,-36,15,47,3,22,46,-8,-8,3,3,1,5,3,1,0,22,2,2,2,2,1,1
Virginia,3/21/2020,-37,-4,6,-34,-23,11,47,-7,14,37,-6,-3,3,6,8,27,8,1,-1,23,2,2,2,2,1,1
Virginia,3/22/2020,-38,-12,15,-43,-31,10,47,-14,5,-13,-17,-11,5,7,8,62,7,0,-1,24,2,2,2,2,0,1
Virginia,3/23/2020,-34,-10,-29,-49,-40,19,47,-7,14,10,-25,-20,9,7,8,64,-1,3,0,25,2,2,1,2,0,1
Virginia,3/24/2020,-31,-7,29,-43,-42,17,47,-13,10,52,-25,-28,11,6,8,40,-1,1,0,26,2,2,1,2,0,0
Virginia,3/25/2020,-39,-17,-28,-49,-46,21,47,-21,5,26,-30,-33,13,7,9,40,0,-1,0,27,1,1,1,2,0,0
Virginia,3/26/2020,-35,-9,34,-46,-45,19,47,-23,5,62,-34,-35,14,7,20,44,-3,-3,0,28,1,1,1,2,0,0
Virginia,3/27/2020,-37,-13,41,-49,-44,20,47,-26,3,59,-36,-36,15,3,22,46,-8,-8,3,29,1,1,1,1,0,0
Virginia,3/28/2020,-42,-14,24,-44,-31,12,47,-37,-4,6,-34,-23,11,-7,14,37,-6,-3,3,30,1,1,1,1,0,0
Virginia,3/29/2020,-39,-16,46,-50,-36,11,47,-38,-12,15,-43,-31,10,-14,5,-13,-17,-11,5,31,1,1,1,1,0,0
Virginia,3/30/2020,-32,-8,21,-49,-44,18,47,-34,-10,-29,-49,-40,19,-7,14,10,-25,-20,9,32,1,1,1,1,0,0
Virginia,3/31/2020,-40,-17,-15,-51,-48,21,47,-31,-7,29,-43,-42,17,-13,10,52,-25,-28,11,33,1,1,1,1,0,0
Virginia,4/1/2020,-38,-12,-11,-50,-49,21,47,-39,-17,-28,-49,-46,21,-21,5,26,-30,-33,13,34,1,1,1,1,0,0
Virginia,4/2/2020,-38,-12,9,-52,-49,21,47,-35,-9,34,-46,-45,19,-23,5,62,-34,-35,14,35,1,1,1,1,0,0
Virginia,4/3/2020,-38,-12,13,-52,-48,22,47,-37,-13,41,-49,-44,20,-26,3,59,-36,-36,15,36,1,1,1,1,0,0
Virginia,4/4/2020,-45,-14,4,-51,-34,14,47,-42,-14,24,-44,-31,12,-37,-4,6,-34,-23,11,37,1,1,1,1,0,0
Virginia,4/5/2020,-44,-18,21,-56,-39,12,47,-39,-16,46,-50,-36,11,-38,-12,15,-43,-31,10,38,1,1,1,1,0,0
Virginia,4/6/2020,-38,-15,18,-54,-48,20,47,-32,-8,21,-49,-44,18,-34,-10,-29,-49,-40,19,39,1,1,1,1,0,0
Virginia,4/7/2020,-37,-12,29,-50,-50,20,47,-40,-17,-15,-51,-48,21,-31,-7,29,-43,-42,17,40,1,1,1,1,0,0
Virginia,4/8/2020,-38,-13,24,-49,-52,21,47,-38,-12,-11,-50,-49,21,-39,-17,-28,-49,-46,21,41,1,1,1,1,0,0
Virginia,4/9/2020,-38,-12,15,-53,-51,21,47,-38,-12,9,-52,-49,21,-35,-9,34,-46,-45,19,42,1,1,1,1,0,0
Virginia,4/10/2020,-39,-14,-7,-56,-54,24,47,-38,-12,13,-52,-48,22,-37,-13,41,-49,-44,20,43,1,1,1,1,0,0
Virginia,4/11/2020,-40,-9,17,-49,-36,13,47,-45,-14,4,-51,-34,14,-42,-14,24,-44,-31,12,44,1,1,1,1,0,0
Virginia,4/12/2020,-59,-29,-8,-59,-44,12,47,-44,-18,21,-56,-39,12,-39,-16,46,-50,-36,11,45,1,1,1,1,0,0
Virginia,4/13/2020,-44,-24,-14,-58,-52,23,47,-38,-15,18,-54,-48,20,-32,-8,21,-49,-44,18,46,1,1,1,1,0,0
Virginia,4/14/2020,-36,-14,24,-49,-49,20,47,-37,-12,29,-50,-50,20,-40,-17,-15,-51,-48,21,47,1,1,1,1,0,0
Virginia,4/15/2020,-33,-12,1,-49,-50,21,47,-38,-13,24,-49,-52,21,-38,-12,-11,-50,-49,21,48,1,1,1,1,0,0
Virginia,4/16/2020,-34,-12,14,-50,-49,20,47,-38,-12,15,-53,-51,21,-38,-12,9,-52,-49,21,49,1,1,1,1,0,0
Virginia,4/17/2020,-36,-15,19,-51,-48,21,47,-39,-14,-7,-56,-54,24,-38,-12,13,-52,-48,22,50,1,1,1,1,0,0
Virginia,4/18/2020,-43,-14,-13,-48,-33,14,47,-40,-9,17,-49,-36,13,-45,-14,4,-51,-34,14,51,1,1,1,1,0,0
Virginia,4/19/2020,-40,-15,22,-53,-36,11,47,-59,-29,-8,-59,-44,12,-44,-18,21,-56,-39,12,52,1,1,1,1,0,0
Virginia,4/20/2020,-38,-19,-11,-54,-48,21,47,-44,-24,-14,-58,-52,23,-38,-15,18,-54,-48,20,53,1,1,1,1,0,0
Virginia,4/21/2020,-34,-12,25,-48,-49,20,47,-36,-14,24,-49,-49,20,-37,-12,29,-50,-50,20,54,1,1,1,1,0,0
Virginia,4/22/2020,-32,-11,32,-45,-49,19,47,-33,-12,1,-49,-50,21,-38,-13,24,-49,-52,21,55,1,1,1,1,0,0
Virginia,4/23/2020,-38,-16,-17,-51,-49,22,47,-34,-12,14,-50,-49,20,-38,-12,15,-53,-51,21,56,1,1,1,1,0,0
Virginia,4/24/2020,-38,-17,1,-52,-49,22,47,-36,-15,19,-51,-48,21,-39,-14,-7,-56,-54,24,57,1,1,1,1,0,0
Virginia,4/25/2020,-41,-13,6,-44,-32,12,47,-43,-14,-13,-48,-33,14,-40,-9,17,-49,-36,13,58,1,1,1,1,0,0
Virginia,4/26/2020,-41,-15,-8,-52,-37,11,47,-40,-15,22,-53,-36,11,-59,-29,-8,-59,-44,12,59,1,1,1,1,0,0
Virginia,4/27/2020,-33,-14,0,-51,-46,19,47,-38,-19,-11,-54,-48,21,-44,-24,-14,-58,-52,23,60,1,1,1,1,0,0
Virginia,4/28/2020,-32,-11,23,-46,-48,14,47,-34,-12,25,-48,-49,20,-36,-14,24,-49,-49,20,61,1,1,1,1,0,0
Virginia,4/29/2020,-29,-8,40,-43,-49,18,47,-32,-11,32,-45,-49,19,-33,-12,1,-49,-50,21,62,1,1,1,1,0,0
Virginia,4/30/2020,-38,-18,-30,-52,-50,22,47,-38,-16,-17,-51,-49,22,-34,-12,14,-50,-49,20,63,1,1,1,1,0,0
Virginia,5/1/2020,-30,-8,13,-45,-47,20,47,-38,-17,1,-52,-49,22,-36,-15,19,-51,-48,21,64,1,1,1,1,0,0
Virginia,5/2/2020,-33,-3,68,-32,-29,9,47,-41,-13,6,-44,-32,12,-43,-14,-13,-48,-33,14,65,1,1,1,1,0,0
Virginia,5/3/2020,-34,-8,39,-45,-33,9,47,-41,-15,-8,-52,-37,11,-40,-15,22,-53,-36,11,66,1,1,1,1,0,0
Virginia,5/4/2020,-26,-7,39,-45,-45,17,47,-33,-14,0,-51,-46,19,-38,-19,-11,-54,-48,21,67,1,1,1,1,0,0
Virginia,5/5/2020,-28,-6,5,-45,-47,19,47,-32,-11,23,-46,-48,14,-34,-12,25,-48,-49,20,68,1,1,1,1,0,0
